"YearBuilt","YearRemodeled","Condition","FinSqFt","Bedroom","FullBath","HalfBath","LotSize","TotalValue","City"
1992,0,"Average",1236,3,3,0,0,269800,"CHARLOTTESVILLE"
1994,0,"Average",1364,2,2,1,0,233000,"CHARLOTTESVILLE"
2000,0,"Average",1070,2,2,0,0.082,215000,"CHARLOTTESVILLE"
1999,0,"Average",1486,3,2,1,0.06,245800,"CHARLOTTESVILLE"
1999,0,"Average",1372,2,2,1,0.041,218800,"CHARLOTTESVILLE"
1999,0,"Average",2240,4,3,1,0.263,466300,"CHARLOTTESVILLE"
1996,0,"Average",2579,3,2,0,0.364,472900,"CHARLOTTESVILLE"
1998,0,"Average",2736,3,3,1,0.41,559700,"CHARLOTTESVILLE"
1998,0,"Average",2420,6,3,1,0.569,482400,"CHARLOTTESVILLE"
1997,0,"Average",2950,4,3,1,0.456,530800,"CHARLOTTESVILLE"
1992,0,"Average",3561,4,3,1,0.44,597800,"CHARLOTTESVILLE"
2003,0,"Average",2726,3,2,1,0.284,517500,"CHARLOTTESVILLE"
2001,0,"Good",2182,2,2,0,0.284,401600,"CHARLOTTESVILLE"
2002,0,"Good",1959,2,3,0,0.25,489700,"CHARLOTTESVILLE"
2002,0,"Good",1979,2,2,0,0.21,409300,"CHARLOTTESVILLE"
2002,0,"Good",1760,2,2,0,0.232,387300,"CHARLOTTESVILLE"
2015,0,"Excellent",2173,3,4,0,0.106,379700,"CHARLOTTESVILLE"
2014,0,"Excellent",1623,2,2,1,0.123,459600,"CHARLOTTESVILLE"
2014,0,"Excellent",2320,3,3,1,0.13,387700,"CHARLOTTESVILLE"
2014,0,"Excellent",3316,4,5,1,6.008,1229100,"CHARLOTTESVILLE"
1978,0,"Good",2400,2,2,1,5.36,526000,"CHARLOTTESVILLE"
1978,0,"Average",1291,3,2,0,2.623,452500,"CHARLOTTESVILLE"
1975,0,"Average",1650,3,2,1,11.46,701600,"CHARLOTTESVILLE"
1980,0,"Good",3159,4,3,1,2.757,623000,"CHARLOTTESVILLE"
1984,0,"Average",2120,4,2,1,1.402,439500,"CHARLOTTESVILLE"
1984,0,"Average",3500,6,4,0,6.928,667800,"CHARLOTTESVILLE"
1986,2007,"Good",2958,4,3,0,3.379,636100,"CHARLOTTESVILLE"
1990,0,"Average",3862,4,3,1,3.202,742100,"CHARLOTTESVILLE"
1987,0,"Average",3172,4,3,2,5.006,732400,"CHARLOTTESVILLE"
1989,0,"Average",3494,4,3,1,2.097,618000,"CHARLOTTESVILLE"
1987,0,"Average",3102,4,3,1,2.615,616800,"CHARLOTTESVILLE"
1972,0,"Average",1008,3,1,0,0.527,151500,"CHARLOTTESVILLE"
1974,0,"Average",2128,4,2,1,0,423900,"CHARLOTTESVILLE"
1977,0,"Average",2492,4,2,2,1.4,453700,"CHARLOTTESVILLE"
1980,0,"Good",2238,3,2,0,2,510300,"CHARLOTTESVILLE"
1985,0,"Good",2802,4,2,1,5.17,689000,"CHARLOTTESVILLE"
1986,0,"Average",2508,3,3,0,2.01,429700,"CHARLOTTESVILLE"
1985,0,"Average",1921,3,2,0,2.33,415800,"CHARLOTTESVILLE"
1987,0,"Average",2444,3,2,1,4.34,392900,"CHARLOTTESVILLE"
1986,0,"Average",2750,4,2,1,3.45,474300,"CHARLOTTESVILLE"
1978,0,"Good",1246,3,2,0,2.005,336900,"CHARLOTTESVILLE"
2000,0,"Average",2839,5,5,1,2.305,792400,"CHARLOTTESVILLE"
2010,0,"Excellent",2942,5,3,0,0.553,564000,"CROZET"
2009,0,"Excellent",4272,4,5,1,0.994,1104500,"CROZET"
2011,0,"Excellent",2932,3,2,1,0.461,813400,"CROZET"
2013,0,"Excellent",1592,3,3,1,0.043,366600,"CROZET"
2011,0,"Good",1592,3,2,2,0.04,347100,"CROZET"
2015,0,"Excellent",1760,4,3,1,0.11,463300,"CROZET"
1996,0,"Good",2948,4,2,1,1.07,559700,"CROZET"
1968,0,"Average",1075,3,1,0,0.706,163900,"CHARLOTTESVILLE"
1973,0,"Average",2668,4,3,1,2.011,431600,"CHARLOTTESVILLE"
1966,2015,"Good",3300,3,2,1,3.183,550900,"CROZET"
1960,0,"Average",1797,3,2,1,2,310700,"CROZET"
2007,0,"Good",3243,3,3,1,5.49,722200,"CROZET"
1930,0,"Fair",2092,4,1,0,100,268700,"CROZET"
1950,0,"Poor",1232,2,1,0,1.56,96200,"CROZET"
1967,0,"Good",3215,3,3,1,7.033,805200,"CHARLOTTESVILLE"
1920,1970,"Average",1248,3,1,0,0.5,144200,"CROZET"
1974,0,"Average",1512,2,1,0,1.789,314800,"CROZET"
1948,0,"Average",881,2,1,0,0.47,131200,"CROZET"
1956,0,"Average",1458,3,1,0,0,209500,"CROZET"
1977,0,"Average",2512,4,3,0,0.357,260400,"CROZET"
1971,0,"Average",1127,3,1,1,0.92,194800,"CROZET"
1947,0,"Average",1432,4,1,0,0.51,175000,"CROZET"
1956,0,"Average",1358,3,1,0,0,206300,"CROZET"
2002,0,"Good",2638,4,3,1,0.271,480000,"CROZET"
2004,0,"Good",1764,3,2,1,0.229,286500,"CROZET"
2004,0,"Good",1334,4,2,1,0.14,200800,"CROZET"
2016,0,"Average",736,1,1,0,0.029,182000,"CROZET"
2012,0,"Average",2402,4,3,1,0.104,399300,"CROZET"
2012,0,"Good",2374,4,3,1,0.072,401200,"CROZET"
2016,0,"Average",1566,3,2,1,0.067,322700,"CROZET"
1890,0,"Good",2728,3,3,0,6.155,554400,"CROZET"
1946,0,"Average",1332,3,1,0,1.087,172500,"CHARLOTTESVILLE"
1930,0,"Average",1337,2,2,0,5.929,351000,"CHARLOTTESVILLE"
1970,2002,"Good",2972,5,2,1,7.244,747200,"CHARLOTTESVILLE"
1910,0,"Average",1636,4,1,0,0.23,160200,"CROZET"
1972,0,"Average",1126,3,1,1,0,203000,"CROZET"
1950,0,"Fair",719,2,1,0,0.401,113100,"CROZET"
1966,0,"Average",2089,5,2,1,0.46,337100,"CROZET"
1966,0,"Fair",1376,3,1,1,0,159300,"CROZET"
1950,0,"Good",1170,3,1,0,0,144100,"CROZET"
2003,0,"Good",2324,4,2,1,0.203,312200,"CROZET"
2003,0,"Good",1930,3,2,1,0.226,296500,"CROZET"
2004,0,"Good",1244,2,2,1,0.047,171900,"CROZET"
1968,0,"Good",1448,3,3,0,0.456,343300,"CROZET"
1964,0,"Average",1411,2,2,0,0.479,258000,"CROZET"
1971,2000,"Good",3648,4,3,2,2.337,1091700,"CHARLOTTESVILLE"
1977,2005,"Good",3438,4,3,1,1.801,1129900,"CHARLOTTESVILLE"
1998,0,"Average",5076,4,5,1,1.325,1445100,"CHARLOTTESVILLE"
1970,0,"Average",2745,3,3,1,1.539,854100,"CHARLOTTESVILLE"
1966,0,"Average",2021,4,3,1,1.572,899100,"CHARLOTTESVILLE"
1968,2008,"Good",3874,6,4,1,1.21,1310800,"CHARLOTTESVILLE"
1969,0,"Good",1881,3,2,1,0,653300,"CHARLOTTESVILLE"
1998,0,"Average",1953,3,2,0,0.177,716700,"CHARLOTTESVILLE"
1999,0,"Average",3176,3,2,1,0.254,864300,"CHARLOTTESVILLE"
1984,0,"Average",3546,4,3,2,0,942700,"CHARLOTTESVILLE"
1988,0,"Good",2701,4,4,0,0,654400,"CHARLOTTESVILLE"
1998,0,"Good",4094,4,3,1,3.45,786300,"CHARLOTTESVILLE"
1992,0,"Good",4053,5,4,1,2.07,978900,"CHARLOTTESVILLE"
1985,0,"Good",3220,3,3,0,2.548,660500,"CHARLOTTESVILLE"
1970,0,"Average",940,2,1,1,0,68100,"CHARLOTTESVILLE"
1970,0,"Average",940,2,1,1,0,68100,"CHARLOTTESVILLE"
1970,0,"Average",940,2,1,1,0,68100,"CHARLOTTESVILLE"
1970,0,"Average",1006,2,1,1,0,70300,"CHARLOTTESVILLE"
1970,0,"Average",512,1,1,0,0,52100,"CHARLOTTESVILLE"
1970,0,"Average",1062,2,1,1,0,72200,"CHARLOTTESVILLE"
1970,0,"Good",512,1,1,0,0,53800,"CHARLOTTESVILLE"
1970,0,"Average",1048,3,2,0,0,67500,"CHARLOTTESVILLE"
1970,0,"Average",1062,2,1,1,0,72200,"CHARLOTTESVILLE"
1970,0,"Average",1062,2,1,1,0,72200,"CHARLOTTESVILLE"
1970,0,"Average",1176,3,2,1,0,77900,"CHARLOTTESVILLE"
1970,0,"Average",1176,3,2,1,0,77900,"CHARLOTTESVILLE"
1970,0,"Average",1176,3,2,1,0,77900,"CHARLOTTESVILLE"
1970,0,"Average",1176,3,2,1,0,77900,"CHARLOTTESVILLE"
1970,0,"Average",955,3,2,0,0,70300,"CHARLOTTESVILLE"
1970,0,"Average",726,1,1,0,0,56800,"CHARLOTTESVILLE"
1970,0,"Average",955,3,2,0,0,67400,"CHARLOTTESVILLE"
1970,0,"Average",740,2,1,0,0,58200,"CHARLOTTESVILLE"
1956,0,"Average",1375,4,2,0,0,276900,"CHARLOTTESVILLE"
1969,0,"Average",1429,3,2,0,0,333100,"CHARLOTTESVILLE"
1973,0,"Average",2508,5,3,0,0,397300,"CHARLOTTESVILLE"
1975,0,"Average",1352,4,3,0,0.92,355500,"CHARLOTTESVILLE"
1984,0,"Average",3391,4,3,1,1.726,510400,"CHARLOTTESVILLE"
1979,0,"Average",2182,4,2,0,2.177,525500,"CHARLOTTESVILLE"
1978,0,"Average",2865,4,3,1,2.032,503900,"CHARLOTTESVILLE"
1985,0,"Average",1368,4,2,1,2.416,368000,"CHARLOTTESVILLE"
1978,2003,"Good",1863,3,2,1,2.02,477700,"CHARLOTTESVILLE"
1978,0,"Good",1824,3,2,1,2.09,519200,"CHARLOTTESVILLE"
1986,0,"Average",2458,4,2,1,2.04,496400,"CHARLOTTESVILLE"
1987,0,"Average",2349,4,4,1,2.45,484800,"CHARLOTTESVILLE"
2004,0,"Average",5157,3,3,1,4.134,1115400,"CHARLOTTESVILLE"
1977,0,"Average",1770,4,2,1,2.73,432900,"CHARLOTTESVILLE"
1997,0,"Good",4838,4,4,1,24.72,1876000,"CHARLOTTESVILLE"
1981,0,"Average",3441,4,4,0,2.2,929300,"CHARLOTTESVILLE"
2014,0,"Average",3250,4,3,1,3.508,935700,"CHARLOTTESVILLE"
2009,0,"Excellent",5026,4,6,1,2,1185800,"CHARLOTTESVILLE"
1976,0,"Average",1934,4,3,0,3.23,486100,"CHARLOTTESVILLE"
1973,0,"Average",2811,4,4,0,1.59,621500,"CHARLOTTESVILLE"
1974,0,"Average",3482,3,4,0,3.574,745300,"CHARLOTTESVILLE"
1971,0,"Average",2764,5,3,1,4.313,681100,"CHARLOTTESVILLE"
1986,2002,"Average",2677,3,2,0,3.5,438200,"CHARLOTTESVILLE"
1962,0,"Average",1856,3,3,0,2.07,500800,"CHARLOTTESVILLE"
1967,0,"Average",2740,5,3,0,1.798,514100,"CHARLOTTESVILLE"
1995,2010,"Good",3206,3,3,1,1.653,876000,"CHARLOTTESVILLE"
1981,0,"Average",3426,4,2,1,1.395,813300,"CHARLOTTESVILLE"
1968,1991,"Good",1942,4,3,0,1.678,714000,"CHARLOTTESVILLE"
1968,2016,"Good",2869,3,3,0,0.262,792300,"CHARLOTTESVILLE"
2015,0,"Excellent",1692,3,3,0,0.073,351500,"CHARLOTTESVILLE"
2015,0,"Excellent",1440,3,3,0,0.044,314900,"CHARLOTTESVILLE"
2014,0,"Excellent",2766,3,2,1,0.243,594400,"CHARLOTTESVILLE"
2013,0,"Excellent",2765,3,2,1,0.119,481700,"CHARLOTTESVILLE"
1996,0,"Average",2484,5,3,1,0.404,430500,"CHARLOTTESVILLE"
1998,0,"Average",2796,5,2,1,0.337,453500,"CHARLOTTESVILLE"
1995,0,"Average",2237,4,2,1,0.314,390300,"CHARLOTTESVILLE"
2001,0,"Average",2811,5,3,1,0.251,501800,"CHARLOTTESVILLE"
2002,0,"Good",2488,5,2,1,0.251,419500,"CHARLOTTESVILLE"
2005,0,"Average",2713,4,2,1,0.256,422000,"CHARLOTTESVILLE"
2015,0,"Excellent",2592,4,2,1,0.11,581400,"CHARLOTTESVILLE"
2011,0,"Excellent",3719,5,2,1,0.203,690300,"CHARLOTTESVILLE"
2010,0,"Excellent",2571,4,3,1,0.19,571300,"CHARLOTTESVILLE"
2012,0,"Excellent",2662,3,2,1,0.107,460300,"CHARLOTTESVILLE"
2009,0,"Good",3640,3,3,1,0.131,590000,"CHARLOTTESVILLE"
1975,0,"Average",960,2,1,0,3.761,136700,"CHARLOTTESVILLE"
1986,0,"Average",1357,4,1,2,14.866,282600,"CHARLOTTESVILLE"
1982,0,"Average",3778,5,2,1,9.762,576700,"CHARLOTTESVILLE"
2000,0,"Average",2882,3,3,0,4.97,598600,"CHARLOTTESVILLE"
1991,0,"Average",2392,3,3,0,5.22,451300,"CHARLOTTESVILLE"
1993,0,"Average",2000,4,3,0,5.08,428300,"CHARLOTTESVILLE"
1965,0,"Average",1728,3,3,0,1,238200,"CHARLOTTESVILLE"
1987,0,"Average",715,1,1,0,2.05,114100,"KESWICK"
1971,0,"Average",4138,3,2,0,16,308900,"KESWICK"
1999,0,"Average",1284,2,2,0,2,177100,"KESWICK"
1985,0,"Average",3508,4,4,1,3.718,1730400,"CHARLOTTESVILLE"
1973,0,"Fair",3319,4,4,1,1.495,923500,"CHARLOTTESVILLE"
1975,2005,"Good",4148,4,4,1,1.887,1091800,"CHARLOTTESVILLE"
1973,0,"Average",2607,4,2,1,1.72,489700,"CHARLOTTESVILLE"
1966,0,"Average",1726,4,3,0,2.58,550300,"CHARLOTTESVILLE"
1962,0,"Average",2266,3,3,0,6.5,597600,"CHARLOTTESVILLE"
1962,0,"Average",2107,4,3,1,3.03,638800,"CHARLOTTESVILLE"
1967,0,"Excellent",2256,4,3,1,3.92,635200,"CHARLOTTESVILLE"
1972,0,"Average",2535,4,4,0,1.87,619900,"CHARLOTTESVILLE"
1973,0,"Average",2552,4,2,1,1.894,514800,"CHARLOTTESVILLE"
1984,0,"Average",2276,5,2,1,1.193,532300,"CHARLOTTESVILLE"
1969,2015,"Good",3248,4,3,2,1.66,1286500,"CHARLOTTESVILLE"
1967,0,"Average",3442,5,3,2,1.01,1154900,"CHARLOTTESVILLE"
1997,0,"Average",2733,3,2,1,0.23,748300,"CHARLOTTESVILLE"
1992,0,"Average",2145,3,3,0,0.255,586000,"CHARLOTTESVILLE"
1984,2008,"Good",2594,3,3,1,0,742900,"CHARLOTTESVILLE"
1986,0,"Average",2638,3,2,0,0,714100,"CHARLOTTESVILLE"
1988,0,"Good",2997,2,2,1,0,796400,"CHARLOTTESVILLE"
1988,0,"Good",1722,2,2,1,0,494600,"CHARLOTTESVILLE"
1985,0,"Good",2582,3,2,1,2.449,554200,"CHARLOTTESVILLE"
1986,0,"Good",2361,3,3,1,2.001,504300,"CHARLOTTESVILLE"
1982,0,"Average",2107,3,3,1,1.4,398100,"CHARLOTTESVILLE"
1970,0,"Average",1006,2,1,1,0,70300,"CHARLOTTESVILLE"
1970,0,"Good",940,2,1,1,0,70900,"CHARLOTTESVILLE"
1970,0,"Average",940,2,1,1,0,68100,"CHARLOTTESVILLE"
1970,0,"Average",940,2,1,1,0,68100,"CHARLOTTESVILLE"
1970,0,"Average",1006,2,1,1,0,70300,"CHARLOTTESVILLE"
1970,0,"Average",1006,2,1,1,0,70300,"CHARLOTTESVILLE"
1970,0,"Average",1006,2,1,1,0,70300,"CHARLOTTESVILLE"
1970,0,"Average",1062,2,1,1,0,72200,"CHARLOTTESVILLE"
1970,0,"Average",1048,3,2,0,0,67500,"CHARLOTTESVILLE"
1970,0,"Average",1062,2,1,1,0,72200,"CHARLOTTESVILLE"
1969,0,"Good",2549,3,4,0,0,808200,"CHARLOTTESVILLE"
1969,2008,"Excellent",2777,3,3,1,0,878400,"CHARLOTTESVILLE"
1986,0,"Average",2646,3,2,1,0,724100,"CHARLOTTESVILLE"
1986,0,"Average",2018,3,2,1,0,614700,"CHARLOTTESVILLE"
1985,0,"Good",4440,4,5,2,1.608,1031200,"CHARLOTTESVILLE"
1987,0,"Good",4214,4,2,1,1.157,753600,"CHARLOTTESVILLE"
1984,0,"Good",3072,4,4,1,2.076,712000,"CHARLOTTESVILLE"
1970,0,"Average",940,2,1,1,0,68100,"CHARLOTTESVILLE"
1970,0,"Good",1006,2,1,1,0,73100,"CHARLOTTESVILLE"
1970,0,"Average",940,2,1,1,0,68100,"CHARLOTTESVILLE"
1970,0,"Average",459,1,1,0,0,48200,"CHARLOTTESVILLE"
1970,0,"Average",1048,3,2,0,0,70600,"CHARLOTTESVILLE"
1970,0,"Average",1048,3,2,0,0,70600,"CHARLOTTESVILLE"
1970,0,"Average",512,1,1,0,0,52100,"CHARLOTTESVILLE"
1970,0,"Average",1062,2,1,1,0,72200,"CHARLOTTESVILLE"
1970,0,"Average",1048,3,2,0,0,67500,"CHARLOTTESVILLE"
1970,0,"Average",512,1,1,0,0,52100,"CHARLOTTESVILLE"
1970,0,"Average",1176,3,2,1,0,77900,"CHARLOTTESVILLE"
1970,0,"Average",816,2,1,0,0,63200,"CHARLOTTESVILLE"
1970,0,"Average",740,2,1,0,0,60500,"CHARLOTTESVILLE"
1970,0,"Average",783,2,1,0,0,58700,"CHARLOTTESVILLE"
1970,0,"Average",955,3,2,0,0,49300,"CHARLOTTESVILLE"
1956,0,"Average",1211,4,2,0,0,285200,"CHARLOTTESVILLE"
1970,0,"Average",2213,3,2,0,0,392500,"CHARLOTTESVILLE"
1966,0,"Average",2610,4,3,1,0,496000,"CHARLOTTESVILLE"
1967,0,"Average",3180,4,3,0,0,556300,"CHARLOTTESVILLE"
1969,0,"Average",2041,5,2,2,0,388400,"CHARLOTTESVILLE"
1979,0,"Average",1230,3,1,1,0.076,162400,"CHARLOTTESVILLE"
1960,0,"Average",2015,3,2,0,2.299,319200,"CHARLOTTESVILLE"
1970,0,"Good",4998,5,5,1,3.044,979800,"CHARLOTTESVILLE"
1922,2007,"Average",3870,4,2,1,0.18,1415100,"CHARLOTTESVILLE"
1970,0,"Average",1006,2,1,1,0,70300,"CHARLOTTESVILLE"
1970,0,"Average",940,2,1,1,0,68100,"CHARLOTTESVILLE"
1970,0,"Average",940,2,1,1,0,68100,"CHARLOTTESVILLE"
1970,0,"Average",1006,2,1,1,0,70300,"CHARLOTTESVILLE"
1970,0,"Average",940,2,1,1,0,68100,"CHARLOTTESVILLE"
1970,0,"Average",1006,2,1,1,0,70300,"CHARLOTTESVILLE"
1970,0,"Average",1062,2,1,1,0,72200,"CHARLOTTESVILLE"
1970,0,"Average",740,2,1,0,0,60500,"CHARLOTTESVILLE"
1970,0,"Average",783,2,1,0,0,62100,"CHARLOTTESVILLE"
1970,0,"Average",955,3,2,0,0,70300,"CHARLOTTESVILLE"
1970,0,"Average",757,1,1,0,0,61100,"CHARLOTTESVILLE"
1970,0,"Average",816,2,1,0,0,59800,"CHARLOTTESVILLE"
1956,0,"Average",1534,3,2,0,0,301200,"CHARLOTTESVILLE"
1968,0,"Average",1429,3,2,0,0,321200,"CHARLOTTESVILLE"
1956,0,"Average",1534,3,2,0,0,320700,"CHARLOTTESVILLE"
1957,0,"Average",1618,3,3,0,0,325900,"CHARLOTTESVILLE"
1960,0,"Average",2671,4,2,1,0,431200,"CHARLOTTESVILLE"
1964,0,"Average",1450,5,3,0,0,318300,"CHARLOTTESVILLE"
1964,0,"Average",2688,4,2,1,0,395900,"CHARLOTTESVILLE"
1964,0,"Average",1705,4,3,1,0,367600,"CHARLOTTESVILLE"
1965,0,"Average",1216,3,2,1,0,277400,"CHARLOTTESVILLE"
1975,0,"Average",1526,5,3,0,0,298400,"CHARLOTTESVILLE"
1967,2004,"Average",3663,4,4,0,0,597300,"CHARLOTTESVILLE"
1952,0,"Average",1429,3,1,1,0,248500,"CHARLOTTESVILLE"
1952,0,"Good",1182,2,1,0,0,247700,"CHARLOTTESVILLE"
1953,0,"Average",960,3,1,0,0,240300,"CHARLOTTESVILLE"
1983,2000,"Good",872,3,1,0,0,78500,"CHARLOTTESVILLE"
1968,0,"Fair",1377,3,2,1,0.456,245700,"CROZET"
1958,0,"Average",1329,3,2,0,0.695,272000,"CROZET"
1963,0,"Average",1075,4,1,1,0.459,222600,"CROZET"
1989,0,"Average",1368,3,2,0,0.31,199000,"CROZET"
1975,0,"Average",1268,3,2,0,0.344,197700,"CROZET"
1978,0,"Average",1324,3,2,0,0.599,233800,"CROZET"
1988,0,"Average",1232,3,2,0,0.33,212300,"CROZET"
1985,0,"Good",1496,3,1,1,0.379,237300,"CROZET"
1998,0,"Good",1986,3,2,1,0.242,361100,"CROZET"
1999,0,"Good",1839,3,2,1,0.366,335500,"CROZET"
2000,0,"Average",1692,3,2,0,0.348,330700,"CROZET"
1999,0,"Good",2006,3,2,0,0.248,390200,"CROZET"
2001,0,"Good",2100,4,2,1,0.296,372300,"CROZET"
2000,0,"Good",2463,4,2,1,0.367,394800,"CROZET"
2003,0,"Good",1764,3,2,0,0.174,335400,"CROZET"
2001,0,"Good",2808,5,2,1,0.697,482500,"CROZET"
2001,0,"Good",1973,3,2,1,0.252,360500,"CROZET"
2002,0,"Good",2579,4,2,1,0.258,423800,"CROZET"
2003,0,"Good",2928,5,3,1,0.603,532100,"CROZET"
2010,0,"Excellent",2169,4,3,1,0.197,433200,"CROZET"
2010,0,"Excellent",2365,5,3,1,0.198,497000,"CROZET"
2003,0,"Good",2696,4,2,1,0.446,410600,"CHARLOTTESVILLE"
2004,0,"Good",2455,4,2,1,0.273,360000,"CHARLOTTESVILLE"
1998,0,"Good",2106,4,2,1,0.336,368900,"CHARLOTTESVILLE"
2009,0,"Good",1968,3,2,1,0.134,326800,"CHARLOTTESVILLE"
2005,0,"Good",4282,5,4,1,0.882,1010500,"CHARLOTTESVILLE"
2005,0,"Good",2883,4,5,1,1.007,700900,"CHARLOTTESVILLE"
2012,0,"Excellent",2320,3,2,1,0.177,371300,"CROZET"
2007,0,"Good",2504,4,2,1,0.282,406600,"CROZET"
2007,0,"Good",2304,4,2,1,0.149,300100,"CROZET"
2013,0,"Excellent",3240,4,3,1,0.18,529000,"CROZET"
2013,0,"Excellent",2384,4,2,1,0.156,386700,"CROZET"
2012,0,"Excellent",2112,3,2,1,0.192,358000,"CROZET"
2012,0,"Excellent",1606,3,3,1,0.066,298400,"CHARLOTTESVILLE"
1970,0,"Average",1890,3,2,0,0,285600,"CHARLOTTESVILLE"
1965,2013,"Good",3456,3,5,1,1.236,542400,"CHARLOTTESVILLE"
1972,0,"Average",1537,3,3,0,0,311300,"CHARLOTTESVILLE"
1960,0,"Average",1320,4,2,0,0,278300,"CHARLOTTESVILLE"
1983,0,"Average",1040,2,1,1,0,197000,"CHARLOTTESVILLE"
1983,0,"Average",1232,2,2,1,0,200200,"CHARLOTTESVILLE"
1984,0,"Average",1120,2,2,1,0,177800,"CHARLOTTESVILLE"
1984,0,"Average",1040,2,1,1,0,197100,"CHARLOTTESVILLE"
1996,0,"Average",1390,2,2,1,0.039,222400,"CHARLOTTESVILLE"
1996,0,"Average",1442,3,2,1,0.041,225700,"CHARLOTTESVILLE"
2003,0,"Good",2063,4,2,1,0,271400,"CHARLOTTESVILLE"
1986,0,"Average",544,1,1,0,0,118200,"CHARLOTTESVILLE"
1988,0,"Average",1186,2,2,1,0,203900,"CHARLOTTESVILLE"
1991,0,"Average",1421,3,2,1,0,221100,"CHARLOTTESVILLE"
1998,0,"Average",1519,2,2,1,0.079,250200,"CHARLOTTESVILLE"
1994,0,"Average",1202,2,2,1,0,221600,"CHARLOTTESVILLE"
1998,0,"Average",1202,2,2,1,0.033,241200,"CHARLOTTESVILLE"
1999,0,"Average",1486,3,2,1,0.041,239800,"CHARLOTTESVILLE"
1995,0,"Average",2269,5,3,1,0.547,423700,"CHARLOTTESVILLE"
2000,0,"Good",1760,2,2,0,0.191,387700,"CHARLOTTESVILLE"
2002,0,"Good",1958,2,2,0,0.246,435500,"CHARLOTTESVILLE"
2003,0,"Good",1958,2,2,0,0.23,436100,"CHARLOTTESVILLE"
2003,0,"Good",2456,3,2,1,0.224,422000,"CHARLOTTESVILLE"
2013,0,"Excellent",2494,4,3,0,0.132,437100,"CHARLOTTESVILLE"
2014,0,"Excellent",2412,3,3,1,0.109,422400,"CHARLOTTESVILLE"
2014,0,"Excellent",2673,4,3,1,0.216,605400,"CHARLOTTESVILLE"
2013,0,"Excellent",2275,5,4,0,0.142,539300,"CHARLOTTESVILLE"
2016,0,"Excellent",1680,3,3,1,0.044,315200,"CHARLOTTESVILLE"
1995,0,"Average",2500,4,3,1,0.426,456900,"CHARLOTTESVILLE"
1997,0,"Average",2286,4,2,1,0.263,383600,"CHARLOTTESVILLE"
1995,0,"Average",2432,4,2,1,0.284,397300,"CHARLOTTESVILLE"
1996,0,"Good",2334,4,2,1,0.253,386300,"CHARLOTTESVILLE"
2003,0,"Average",2433,4,3,1,0.307,412700,"CHARLOTTESVILLE"
2011,0,"Excellent",3776,6,4,1,0.342,642000,"CHARLOTTESVILLE"
1969,0,"Good",2269,5,3,1,0,743700,"CHARLOTTESVILLE"
1999,0,"Average",2342,3,3,1,0.179,1085700,"CHARLOTTESVILLE"
1986,0,"Average",1066,2,2,1,0,521700,"CHARLOTTESVILLE"
1986,0,"Average",2029,3,2,1,0,577300,"CHARLOTTESVILLE"
1936,0,"Average",2838,5,3,1,1.725,552000,"CHARLOTTESVILLE"
1965,0,"Good",3197,3,3,1,4.182,880800,"CHARLOTTESVILLE"
1985,0,"Average",2959,4,3,0,2.65,644700,"CHARLOTTESVILLE"
1970,0,"Average",940,2,1,1,0,68100,"CHARLOTTESVILLE"
1970,0,"Average",940,2,1,1,0,68100,"CHARLOTTESVILLE"
1970,0,"Average",459,1,1,0,0,48200,"CHARLOTTESVILLE"
1970,0,"Average",940,2,1,1,0,68100,"CHARLOTTESVILLE"
1970,0,"Average",1062,2,1,1,0,72200,"CHARLOTTESVILLE"
1970,0,"Average",1062,2,1,1,0,72200,"CHARLOTTESVILLE"
1970,0,"Average",1048,3,2,0,0,67500,"CHARLOTTESVILLE"
1970,0,"Average",1176,3,2,1,0,77900,"CHARLOTTESVILLE"
1970,0,"Average",740,2,1,0,0,60500,"CHARLOTTESVILLE"
1970,0,"Average",891,3,2,0,0,67800,"CHARLOTTESVILLE"
1970,0,"Average",816,2,1,0,0,63200,"CHARLOTTESVILLE"
1970,0,"Average",955,3,2,0,0,66300,"CHARLOTTESVILLE"
1970,0,"Average",783,2,1,1,0,56600,"CHARLOTTESVILLE"
1954,0,"Average",2008,2,2,0,0,327900,"CHARLOTTESVILLE"
1963,0,"Average",1564,4,3,0,0,324900,"CHARLOTTESVILLE"
1967,0,"Average",3204,6,2,2,0,498300,"CHARLOTTESVILLE"
1967,0,"Average",2580,4,3,1,0,472000,"CHARLOTTESVILLE"
1954,0,"Average",960,3,1,0,0,212500,"CHARLOTTESVILLE"
1952,0,"Average",1025,3,1,0,0,232900,"CHARLOTTESVILLE"
1954,0,"Average",1004,3,1,0,0,235700,"CHARLOTTESVILLE"
1954,0,"Average",1414,4,2,0,0,318600,"CHARLOTTESVILLE"
1979,0,"Average",1230,3,1,1,0.085,162400,"CHARLOTTESVILLE"
1991,0,"Average",2424,3,1,0,2.01,133800,"KESWICK"
1958,0,"Average",1153,2,1,0,2.95,230000,"KESWICK"
1920,0,"Average",1284,3,1,0,1.88,129200,"KESWICK"
1900,0,"Poor",1600,0,0,0,5.62,161000,"CHARLOTTESVILLE"
1994,0,"Good",1473,3,2,0,17.657,414600,"CHARLOTTESVILLE"
1979,0,"Good",2004,4,2,1,0.203,324100,"CHARLOTTESVILLE"
1981,0,"Good",1312,3,1,2,0.112,234900,"CHARLOTTESVILLE"
2009,0,"Excellent",1606,3,2,1,0.075,233400,"CHARLOTTESVILLE"
